pclass,survived,name,embarked,sex,age,sibsp,parch,ticket,fare,cabin
1,0,"Weir, Col. John",S,male,60,0,0,113800,26.55,
1,0,"White, Mr. Percival Wayland",S,male,54,0,1,35281,77.2875,D26
1,0,"White, Mr. Richard Frasar",S,male,21,0,1,35281,77.2875,D26
1,1,"White, Mrs. John Stuart (Ella Holmes)",C,female,55,0,0,PC 17760,135.6333,C32
1,1,"Wick, Miss. Mary Natalie",S,female,31,0,2,36928,164.8667,C7
1,0,"Wick, Mr. George Dennick",S,male,57,1,1,36928,164.8667,
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",S,female,45,1,1,36928,164.8667,
1,0,"Widener, Mr. George Dunton",C,male,50,1,1,113503,211.5,C80
1,0,"Widener, Mr. Harry Elkins",C,male,27,0,2,113503,211.5,C82
1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",C,female,50,1,1,113503,211.5,C80
1,1,"Willard, Miss. Constance",S,female,21,0,0,113795,26.55,
1,0,"Williams, Mr. Charles Duane",C,male,51,0,1,PC 17597,61.3792,
1,1,"Williams, Mr. Richard Norris II",C,male,21,0,1,PC 17597,61.3792,
1,0,"Williams-Lambert, Mr. Fletcher Fellows",S,male,,0,0,113510,35,C128
1,1,"Wilson, Miss. Helen Alice",C,female,31,0,0,16966,134.5,E39 E41
1,1,"Woolner, Mr. Hugh",S,male,,0,0,19947,35.5,C52
1,0,"Wright, Mr. George",S,male,62,0,0,113807,26.55,
1,1,"Young, Miss. Marie Grice",C,female,36,0,0,PC 17760,135.6333,C32
2,0,"Abelson, Mr. Samuel",C,male,30,1,0,P/PP 3381,24,
2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",C,female,28,1,0,P/PP 3381,24,
2,0,"Aldworth, Mr. Charles Augustus",S,male,30,0,0,248744,13,
2,0,"Andrew, Mr. Edgardo Samuel",S,male,18,0,0,231945,11.5,
2,0,"Andrew, Mr. Frank Thomas",S,male,25,0,0,C.A. 34050,10.5,
2,0,"Angle, Mr. William A",S,male,34,1,0,226875,26,
2,1,"Angle, Mrs. William A (Florence 'Mary' Agnes Hughes)",S,female,36,1,0,226875,26,
2,0,"Ashby, Mr. John",S,male,57,0,0,244346,13,
2,0,"Bailey, Mr. Percy Andrew",S,male,18,0,0,29108,11.5,
2,0,"Baimbrigge, Mr. Charles Robert",S,male,23,0,0,C.A. 31030,10.5,
2,1,"Ball, Mrs. (Ada E Hall)",S,female,36,0,0,28551,13,D
2,0,"Banfield, Mr. Frederick James",S,male,28,0,0,C.A./SOTON 34068,10.5,
2,0,"Bateman, Rev. Robert James",S,male,51,0,0,S.O.P. 1166,12.525,
2,1,"Beane, Mr. Edward",S,male,32,1,0,2908,26,
2,1,"Beane, Mrs. Edward (Ethel Clarke)",S,female,19,1,0,2908,26,
2,0,"Beauchamp, Mr. Henry James",S,male,28,0,0,244358,26,
2,1,"Becker, Master. Richard F",S,male,1,2,1,230136,39,F4
2,1,"Becker, Miss. Marion Louise",S,female,4,2,1,230136,39,F4
2,1,"Becker, Miss. Ruth Elizabeth",S,female,12,2,1,230136,39,F4
2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",S,female,36,0,3,230136,39,F4
2,1,"Beesley, Mr. Lawrence",S,male,34,0,0,248698,13,D56
2,1,"Bentham, Miss. Lilian W",S,female,19,0,0,28404,13,
2,0,"Berriman, Mr. William John",S,male,23,0,0,28425,13,
2,0,"Botsford, Mr. William Hull",S,male,26,0,0,237670,13,
2,0,"Bowenur, Mr. Solomon",S,male,42,0,0,211535,13,
2,0,"Bracken, Mr. James H",S,male,27,0,0,220367,13,
2,1,"Brown, Miss. Amelia 'Mildred'",S,female,24,0,0,248733,13,F33
2,1,"Brown, Miss. Edith Eileen",S,female,15,0,2,29750,39,
2,0,"Brown, Mr. Thomas William Solomon",S,male,60,1,1,29750,39,
2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",S,female,40,1,1,29750,39,
2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg",S,female,20,1,0,236853,26,
2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",S,male,25,1,0,236853,26,
2,1,"Buss, Miss. Kate",S,female,36,0,0,27849,13,
2,0,"Butler, Mr. Reginald Fenton",S,male,25,0,0,234686,13,
2,0,"Byles, Rev. Thomas Roussel Davids",S,male,42,0,0,244310,13,
2,1,"Bystrom, Mrs. (Karolina)",S,female,42,0,0,236852,13,
2,1,"Caldwell, Master. Alden Gates",S,male,0.8333,0,2,248738,29,
2,1,"Caldwell, Mr. Albert Francis",S,male,26,1,1,248738,29,
2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",S,female,22,1,1,248738,29,
2,1,"Cameron, Miss. Clear Annie",S,female,35,0,0,F.C.C. 13528,21,
2,0,"Campbell, Mr. William",S,male,,0,0,239853,0,
2,0,"Carbines, Mr. William",S,male,19,0,0,28424,13,
2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",S,female,44,1,0,244252,26,
2,0,"Carter, Rev. Ernest Courtenay",S,male,54,1,0,244252,26,
2,0,"Chapman, Mr. Charles Henry",S,male,52,0,0,248731,13.5,
2,0,"Chapman, Mr. John Henry",S,male,37,1,0,SC/AH 29037,26,
2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",S,female,29,1,0,SC/AH 29037,26,
2,1,"Christy, Miss. Julie Rachel",S,female,25,1,1,237789,30,
2,1,"Christy, Mrs. (Alice Frances)",S,female,45,0,2,237789,30,
2,0,"Clarke, Mr. Charles Valentine",S,male,29,1,0,2003,26,
2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",S,female,28,1,0,2003,26,
2,0,"Coleridge, Mr. Reginald Charles",S,male,29,0,0,W./C. 14263,10.5,
2,0,"Collander, Mr. Erik Gustaf",S,male,28,0,0,248740,13,
2,1,"Collett, Mr. Sidney C Stuart",S,male,24,0,0,28034,10.5,
2,1,"Collyer, Miss. Marjorie 'Lottie'",S,female,8,0,2,C.A. 31921,26.25,
2,0,"Collyer, Mr. Harvey",S,male,31,1,1,C.A. 31921,26.25,
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",S,female,31,1,1,C.A. 31921,26.25,
2,1,"Cook, Mrs. (Selena Rogers)",S,female,22,0,0,W./C. 14266,10.5,F33
2,0,"Corbett, Mrs. Walter H (Irene Colvin)",S,female,30,0,0,237249,13,
2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",S,female,,0,0,F.C.C. 13534,21,
2,0,"Cotterill, Mr. Henry 'Harry'",S,male,21,0,0,29107,11.5,
2,0,"Cunningham, Mr. Alfred Fleming",S,male,,0,0,239853,,
2,1,"Davies, Master. John Morgan Jr",S,male,8,1,1,C.A. 33112,36.75,
2,0,"Davies, Mr. Charles Henry",S,male,18,0,0,S.O.C. 14879,73.5,
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",S,female,48,0,2,C.A. 33112,36.75,
2,1,"Davis, Miss. Mary",S,female,28,0,0,237668,13,
2,0,"de Brito, Mr. Jose Joaquim",S,male,32,0,0,244360,13,
2,0,"Deacon, Mr. Percy William",S,male,17,0,0,S.O.C. 14879,73.5,
2,0,"del Carlo, Mr. Sebastiano",C,male,29,1,0,SC/PARIS 2167,27.7208,
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",C,female,24,1,0,SC/PARIS 2167,27.7208,
2,0,"Denbury, Mr. Herbert",S,male,25,0,0,C.A. 31029,31.5,
2,0,"Dibden, Mr. William",S,male,18,0,0,S.O.C. 14879,73.5,
2,1,"Doling, Miss. Elsie",S,female,18,0,1,231919,23,
2,1,"Doling, Mrs. John T (Ada Julia Bone)",S,female,34,0,1,231919,23,
2,0,"Downton, Mr. William James",S,male,54,0,0,28403,26,
2,1,"Drew, Master. Marshall Brines",S,male,8,0,2,28220,32.5,
2,0,"Drew, Mr. James Vivian",S,male,42,1,1,28220,32.5,
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",S,female,34,1,1,28220,32.5,
2,1,"Duran y More, Miss. Asuncion",C,female,27,1,0,SC/PARIS 2149,13.8583,
2,1,"Duran y More, Miss. Florentina",C,female,30,1,0,SC/PARIS 2148,13.8583,
2,0,"Eitemiller, Mr. George Floyd",S,male,23,0,0,29751,13,
2,0,"Enander, Mr. Ingvar",S,male,21,0,0,236854,13,
2,0,"Fahlstrom, Mr. Arne Jonas",S,male,18,0,0,236171,13,
2,0,"Faunthorpe, Mr. Harry",S,male,40,1,0,2926,26,
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",S,female,29,1,0,2926,26,
2,0,"Fillbrook, Mr. Joseph Charles",S,male,18,0,0,C.A. 15185,10.5,
2,0,"Fox, Mr. Stanley Hubert",S,male,36,0,0,229236,13,
2,0,"Frost, Mr. Anthony Wood 'Archie'",S,male,,0,0,239854,,
2,0,"Funk, Miss. Annie Clemmer",S,female,38,0,0,237671,13,
2,0,"Fynney, Mr. Joseph J",S,male,35,0,0,239865,26,
2,0,"Gale, Mr. Harry",S,male,38,1,0,28664,21,
2,0,"Gale, Mr. Shadrach",S,male,34,1,0,28664,21,
2,1,"Garside, Miss. Ethel",S,female,34,0,0,243880,13,
2,0,"Gaskell, Mr. Alfred",S,male,16,0,0,239865,26,
2,0,"Gavey, Mr. Lawrence",S,male,26,0,0,31028,10.5,
2,0,"Gilbert, Mr. William",S,male,47,0,0,C.A. 30769,10.5,
2,0,"Giles, Mr. Edgar",S,male,21,1,0,28133,11.5,
2,0,"Giles, Mr. Frederick Edward",S,male,21,1,0,28134,11.5,
2,0,"Giles, Mr. Ralph",S,male,24,0,0,248726,13.5,
2,0,"Gill, Mr. John William",S,male,24,0,0,233866,13,
2,0,"Gillespie, Mr. William Henry",S,male,34,0,0,12233,13,
2,0,"Givard, Mr. Hans Kristensen",S,male,30,0,0,250646,13,
2,0,"Greenberg, Mr. Samuel",S,male,52,0,0,250647,13,
2,0,"Hale, Mr. Reginald",S,male,30,0,0,250653,13,
2,1,"Hamalainen, Master. Viljo",S,male,0.6667,1,1,250649,14.5,
2,1,"Hamalainen, Mrs. William (Anna)",S,female,24,0,2,250649,14.5,
2,0,"Harbeck, Mr. William H",S,male,44,0,0,248746,13,
2,1,"Harper, Miss. Annie Jessie 'Nina'",S,female,6,0,1,248727,33,
2,0,"Harper, Rev. John",S,male,28,0,1,248727,33,
2,1,"Harris, Mr. George",S,male,62,0,0,S.W./PP 752,10.5,
2,0,"Harris, Mr. Walter",S,male,30,0,0,W/C 14208,10.5,
2,1,"Hart, Miss. Eva Miriam",S,female,7,0,2,F.C.C. 13529,26.25,
2,0,"Hart, Mr. Benjamin",S,male,43,1,1,F.C.C. 13529,26.25,
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",S,female,45,1,1,F.C.C. 13529,26.25,
2,1,"Herman, Miss. Alice",S,female,24,1,2,220845,65,
2,1,"Herman, Miss. Kate",S,female,24,1,2,220845,65,
2,0,"Herman, Mr. Samuel",S,male,49,1,2,220845,65,
2,1,"Herman, Mrs. Samuel (Jane Laver)",S,female,48,1,2,220845,65,
2,1,"Hewlett, Mrs. (Mary D Kingcome)",S,female,55,0,0,248706,16,
2,0,"Hickman, Mr. Leonard Mark",S,male,24,2,0,S.O.C. 14879,73.5,
2,0,"Hickman, Mr. Lewis",S,male,32,2,0,S.O.C. 14879,73.5,
2,0,"Hickman, Mr. Stanley George",S,male,21,2,0,S.O.C. 14879,73.5,
2,0,"Hiltunen, Miss. Marta",S,female,18,1,1,250650,13,
2,1,"Hocking, Miss. Ellen 'Nellie'",S,female,20,2,1,29105,23,
2,0,"Hocking, Mr. Richard George",S,male,23,2,1,29104,11.5,
2,0,"Hocking, Mr. Samuel James Metcalfe",S,male,36,0,0,242963,13,
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",S,female,54,1,3,29105,23,
2,0,"Hodges, Mr. Henry Price",S,male,50,0,0,250643,13,
2,0,"Hold, Mr. Stephen",S,male,44,1,0,26707,26,
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",S,female,29,1,0,26707,26,
2,0,"Hood, Mr. Ambrose Jr",S,male,21,0,0,S.O.C. 14879,73.5,
2,1,"Hosono, Mr. Masabumi",S,male,42,0,0,237798,13,
2,0,"Howard, Mr. Benjamin",S,male,63,1,0,24065,26,
2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",S,female,60,1,0,24065,26,
2,0,"Hunt, Mr. George Henry",S,male,33,0,0,SCO/W 1585,12.275,
2,1,"Ilett, Miss. Bertha",S,female,17,0,0,SO/C 14885,10.5,
2,0,"Jacobsohn, Mr. Sidney Samuel",S,male,42,1,0,243847,27,
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",S,female,24,2,1,243847,27,
2,0,"Jarvis, Mr. John Denzil",S,male,47,0,0,237565,15,
2,0,"Jefferys, Mr. Clifford Thomas",S,male,24,2,0,C.A. 31029,31.5,
2,0,"Jefferys, Mr. Ernest Wilfred",S,male,22,2,0,C.A. 31029,31.5,
2,0,"Jenkin, Mr. Stephen Curnow",S,male,32,0,0,C.A. 33111,10.5,
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",C,female,23,0,0,SC/AH Basle 541,13.7917,D
2,0,"Kantor, Mr. Sinai",S,male,34,1,0,244367,26,
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",S,female,24,1,0,244367,26,
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",S,female,22,0,0,F.C.C. 13534,21,
2,1,"Keane, Miss. Nora A",Q,female,,0,0,226593,12.35,E101
2,0,"Keane, Mr. Daniel",Q,male,35,0,0,233734,12.35,
2,1,"Kelly, Mrs. Florence 'Fannie'",S,female,45,0,0,223596,13.5,
2,0,"Kirkland, Rev. Charles Leonard",Q,male,57,0,0,219533,12.35,
2,0,"Knight, Mr. Robert J",S,male,,0,0,239855,,
2,0,"Kvillner, Mr. Johan Henrik Johannesson",S,male,31,0,0,C.A. 18723,10.5,
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",S,female,26,1,1,250651,26,
2,0,"Lahtinen, Rev. William",S,male,30,1,1,250651,26,
2,0,"Lamb, Mr. John Joseph",Q,male,,0,0,240261,10.7083,
2,1,"Laroche, Miss. Louise",C,female,1,1,2,SC/Paris 2123,41.5792,
2,1,"Laroche, Miss. Simonne Marie Anne Andree",C,female,3,1,2,SC/Paris 2123,41.5792,
2,0,"Laroche, Mr. Joseph Philippe Lemercier",C,male,25,1,2,SC/Paris 2123,41.5792,
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",C,female,22,1,2,SC/Paris 2123,41.5792,
2,1,"Lehmann, Miss. Bertha",C,female,17,0,0,SC 1748,12,
2,1,"Leitch, Miss. Jessie Wills",S,female,,0,0,248727,33,
2,1,"Lemore, Mrs. (Amelia Milley)",S,female,34,0,0,C.A. 34260,10.5,F33
2,0,"Levy, Mr. Rene Jacques",C,male,36,0,0,SC/Paris 2163,12.875,D
2,0,"Leyson, Mr. Robert William Norman",S,male,24,0,0,C.A. 29566,10.5,
2,0,"Lingane, Mr. John",Q,male,61,0,0,235509,12.35,
2,0,"Louch, Mr. Charles Alexander",S,male,50,1,0,SC/AH 3085,26,
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",S,female,42,1,0,SC/AH 3085,26,
2,0,"Mack, Mrs. (Mary)",S,female,57,0,0,S.O./P.P. 3,10.5,E77
2,0,"Malachard, Mr. Noel",C,male,,0,0,237735,15.0458,D
2,1,"Mallet, Master. Andre",C,male,1,0,2,S.C./PARIS 2079,37.0042,
2,0,"Mallet, Mr. Albert",C,male,31,1,1,S.C./PARIS 2079,37.0042,
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",C,female,24,1,1,S.C./PARIS 2079,37.0042,
2,0,"Mangiavacchi, Mr. Serafino Emilio",C,male,,0,0,SC/A.3 2861,15.5792,
2,0,"Matthews, Mr. William John",S,male,30,0,0,28228,13,
2,0,"Maybery, Mr. Frank Hubert",S,male,40,0,0,239059,16,
2,0,"McCrae, Mr. Arthur Gordon",S,male,32,0,0,237216,13.5,
2,0,"McCrie, Mr. James Matthew",S,male,30,0,0,233478,13,
2,0,"McKane, Mr. Peter David",S,male,46,0,0,28403,26,
2,1,"Mellinger, Miss. Madeleine Violet",S,female,13,0,1,250644,19.5,
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",S,female,41,0,1,250644,19.5,
2,1,"Mellors, Mr. William John",S,male,19,0,0,SW/PP 751,10.5,
2,0,"Meyer, Mr. August",S,male,39,0,0,248723,13,
2,0,"Milling, Mr. Jacob Christian",S,male,48,0,0,234360,13,
2,0,"Mitchell, Mr. Henry Michael",S,male,70,0,0,C.A. 24580,10.5,
2,0,"Montvila, Rev. Juozas",S,male,27,0,0,211536,13,
2,0,"Moraweck, Dr. Ernest",S,male,54,0,0,29011,14,
2,0,"Morley, Mr. Henry Samuel ('Mr Henry Marshall')",S,male,39,0,0,250655,26,
2,0,"Mudd, Mr. Thomas Charles",S,male,16,0,0,S.O./P.P. 3,10.5,
2,0,"Myles, Mr. Thomas Francis",Q,male,62,0,0,240276,9.6875,
2,0,"Nasser, Mr. Nicholas",C,male,32.5,1,0,237736,30.0708,
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",C,female,14,1,0,237736,30.0708,
2,1,"Navratil, Master. Edmond Roger",S,male,2,1,1,230080,26,F2
2,1,"Navratil, Master. Michel M",S,male,3,1,1,230080,26,F2
2,0,"Navratil, Mr. Michel ('Louis M Hoffman')",S,male,36.5,0,2,230080,26,F2
2,0,"Nesson, Mr. Israel",S,male,26,0,0,244368,13,F2
2,0,"Nicholls, Mr. Joseph Charles",S,male,19,1,1,C.A. 33112,36.75,
2,0,"Norman, Mr. Robert Douglas",S,male,28,0,0,218629,13.5,
2,1,"Nourney, Mr. Alfred ('Baron von Drachstedt')",C,male,20,0,0,SC/PARIS 2166,13.8625,D38
2,1,"Nye, Mrs. (Elizabeth Ramell)",S,female,29,0,0,C.A. 29395,10.5,F33
2,0,"Otter, Mr. Richard",S,male,39,0,0,28213,13,
2,1,"Oxenham, Mr. Percy Thomas",S,male,22,0,0,W./C. 14260,10.5,
2,1,"Padro y Manent, Mr. Julian",C,male,,0,0,SC/PARIS 2146,13.8625,
2,0,"Pain, Dr. Alfred",S,male,23,0,0,244278,10.5,
2,1,"Pallas y Castello, Mr. Emilio",C,male,29,0,0,SC/PARIS 2147,13.8583,
2,0,"Parker, Mr. Clifford Richard",S,male,28,0,0,SC 14888,10.5,
2,0,"Parkes, Mr. Francis 'Frank'",S,male,,0,0,239853,,
2,1,"Parrish, Mrs. (Lutie Davis)",S,female,50,0,1,230433,26,
2,0,"Pengelly, Mr. Frederick William",S,male,19,0,0,28665,10.5,
2,0,"Pernot, Mr. Rene",C,male,,0,0,SC/PARIS 2131,15.05,
2,0,"Peruschitz, Rev. Joseph Maria",S,male,41,0,0,237393,13,
2,1,"Phillips, Miss. Alice Frances Louisa",S,female,21,0,1,S.O./P.P. 2,21,
2,1,"Phillips, Miss. Kate Florence ('Mrs Kate Louise Phillips Marshall')",S,female,19,0,0,250655,26,
2,0,"Phillips, Mr. Escott Robert",S,male,43,0,1,S.O./P.P. 2,21,
2,1,"Pinsky, Mrs. (Rosa)",S,female,32,0,0,234604,13,
2,0,"Ponesell, Mr. Martin",S,male,34,0,0,250647,13,
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",C,male,30,0,0,C.A. 34644,12.7375,
2,0,"Pulbaum, Mr. Franz",C,male,27,0,0,SC/PARIS 2168,15.0333,
2,1,"Quick, Miss. Phyllis May",S,female,2,1,1,26360,26,
2,1,"Quick, Miss. Winifred Vera",S,female,8,1,1,26360,26,
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",S,female,33,0,2,26360,26,
2,0,"Reeves, Mr. David",S,male,36,0,0,C.A. 17248,10.5,
2,0,"Renouf, Mr. Peter Henry",S,male,34,1,0,31027,21,
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",S,female,30,3,0,31027,21,
2,1,"Reynaldo, Ms. Encarnacion",S,female,28,0,0,230434,13,
2,0,"Richard, Mr. Emile",C,male,23,0,0,SC/PARIS 2133,15.0458,
2,1,"Richards, Master. George Sibley",S,male,0.8333,1,1,29106,18.75,
2,1,"Richards, Master. William Rowe",S,male,3,1,1,29106,18.75,
2,1,"Richards, Mrs. Sidney (Emily Hocking)",S,female,24,2,3,29106,18.75,
2,1,"Ridsdale, Miss. Lucy",S,female,50,0,0,W./C. 14258,10.5,
2,0,"Rogers, Mr. Reginald Harry",S,male,19,0,0,28004,10.5,
2,1,"Rugg, Miss. Emily",S,female,21,0,0,C.A. 31026,10.5,
2,0,"Schmidt, Mr. August",S,male,26,0,0,248659,13,
2,0,"Sedgwick, Mr. Charles Frederick Waddington",S,male,25,0,0,244361,13,
2,0,"Sharp, Mr. Percival James R",S,male,27,0,0,244358,26,
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",S,female,25,0,1,230433,26,
2,1,"Silven, Miss. Lyyli Karoliina",S,female,18,0,2,250652,13,
2,1,"Sincock, Miss. Maude",S,female,20,0,0,C.A. 33112,36.75,
2,1,"Sinkkonen, Miss. Anna",S,female,30,0,0,250648,13,
2,0,"Sjostedt, Mr. Ernst Adolf",S,male,59,0,0,237442,13.5,
2,1,"Slayter, Miss. Hilda Mary",Q,female,30,0,0,234818,12.35,
2,0,"Slemen, Mr. Richard James",S,male,35,0,0,28206,10.5,
2,1,"Smith, Miss. Marion Elsie",S,female,40,0,0,31418,13,
2,0,"Sobey, Mr. Samuel James Hayden",S,male,25,0,0,C.A. 29178,13,
2,0,"Stanton, Mr. Samuel Ward",C,male,41,0,0,237734,15.0458,
2,0,"Stokes, Mr. Philip Joseph",S,male,25,0,0,F.C.C. 13540,10.5,
2,0,"Swane, Mr. George",S,male,18.5,0,0,248734,13,F
2,0,"Sweet, Mr. George Frederick",S,male,14,0,0,220845,65,
2,1,"Toomey, Miss. Ellen",S,female,50,0,0,F.C.C. 13531,10.5,
2,0,"Troupiansky, Mr. Moses Aaron",S,male,23,0,0,233639,13,
2,1,"Trout, Mrs. William H (Jessie L)",S,female,28,0,0,240929,12.65,
2,1,"Troutt, Miss. Edwina Celia 'Winnie'",S,female,27,0,0,34218,10.5,E101
2,0,"Turpin, Mr. William John Robert",S,male,29,1,0,11668,21,
2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",S,female,27,1,0,11668,21,
2,0,"Veal, Mr. James",S,male,40,0,0,28221,13,
2,1,"Walcroft, Miss. Nellie",S,female,31,0,0,F.C.C. 13528,21,
2,0,"Ware, Mr. John James",S,male,30,1,0,CA 31352,21,
2,0,"Ware, Mr. William Jeffery",S,male,23,1,0,28666,10.5,
2,1,"Ware, Mrs. John James (Florence Louise Long)",S,female,31,0,0,CA 31352,21,
2,0,"Watson, Mr. Ennis Hastings",S,male,,0,0,239856,0,
2,1,"Watt, Miss. Bertha J",S,female,12,0,0,C.A. 33595,15.75,
2,1,"Watt, Mrs. James (Elizabeth 'Bessie' Inglis Milne)",S,female,40,0,0,C.A. 33595,15.75,
2,1,"Webber, Miss. Susan",S,female,32.5,0,0,27267,13,E101
2,0,"Weisz, Mr. Leopold",S,male,27,1,0,228414,26,
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",S,female,29,1,0,228414,26,
2,1,"Wells, Master. Ralph Lester",S,male,2,1,1,29103,23,
2,1,"Wells, Miss. Joan",S,female,4,1,1,29103,23,
2,1,"Wells, Mrs. Arthur Henry ('Addie' Dart Trevaskis)",S,female,29,0,2,29103,23,
2,1,"West, Miss. Barbara J",S,female,0.9167,1,2,C.A. 34651,27.75,
2,1,"West, Miss. Constance Mirium",S,female,5,1,2,C.A. 34651,27.75,
2,0,"West, Mr. Edwy Arthur",S,male,36,1,2,C.A. 34651,27.75,
2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",S,female,33,1,2,C.A. 34651,27.75,
2,0,"Wheadon, Mr. Edward H",S,male,66,0,0,C.A. 24579,10.5,
2,0,"Wheeler, Mr. Edwin 'Frederick'",S,male,,0,0,SC/PARIS 2159,12.875,
2,1,"Wilhelms, Mr. Charles",S,male,31,0,0,244270,13,
2,1,"Williams, Mr. Charles Eugene",S,male,,0,0,244373,13,
2,1,"Wright, Miss. Marion",S,female,26,0,0,220844,13.5,
2,0,"Yrois, Miss. Henriette ('Mrs Harbeck')",S,female,24,0,0,248747,13,
3,0,"Abbing, Mr. Anthony",S,male,42,0,0,C.A. 5547,7.55,
3,0,"Abbott, Master. Eugene Joseph",S,male,13,0,2,C.A. 2673,20.25,
3,0,"Abbott, Mr. Rossmore Edward",S,male,16,1,1,C.A. 2673,20.25,
3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",S,female,35,1,1,C.A. 2673,20.25,
3,1,"Abelseth, Miss. Karen Marie",S,female,16,0,0,348125,7.65,
3,1,"Abelseth, Mr. Olaus Jorgensen",S,male,25,0,0,348122,7.65,F G63
3,1,"Abrahamsson, Mr. Abraham August Johannes",S,male,20,0,0,SOTON/O2 3101284,7.925,
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",C,female,18,0,0,2657,7.2292,
3,0,"Adahl, Mr. Mauritz Nils Martin",S,male,30,0,0,C 7076,7.25,
3,0,"Adams, Mr. John",S,male,26,0,0,341826,8.05,
3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",S,female,40,1,0,7546,9.475,
3,1,"Aks, Master. Philip Frank",S,male,0.8333,0,1,392091,9.35,
3,1,"Aks, Mrs. Sam (Leah Rosen)",S,female,18,0,1,392091,9.35,
3,1,"Albimona, Mr. Nassef Cassem",C,male,26,0,0,2699,18.7875,
3,0,"Alexander, Mr. William",S,male,26,0,0,3474,7.8875,
3,0,"Alhomaki, Mr. Ilmari Rudolf",S,male,20,0,0,SOTON/O2 3101287,7.925,
3,0,"Ali, Mr. Ahmed",S,male,24,0,0,SOTON/O.Q. 3101311,7.05,
3,0,"Ali, Mr. William",S,male,25,0,0,SOTON/O.Q. 3101312,7.05,
3,0,"Allen, Mr. William Henry",S,male,35,0,0,373450,8.05,
3,0,"Allum, Mr. Owen George",S,male,18,0,0,2223,8.3,
3,0,"Andersen, Mr. Albert Karvin",S,male,32,0,0,C 4001,22.525,
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",S,female,19,1,0,350046,7.8542,
3,0,"Andersson, Master. Sigvard Harald Elias",S,male,4,4,2,347082,31.275,
3,0,"Andersson, Miss. Ebba Iris Alfrida",S,female,6,4,2,347082,31.275,
3,0,"Andersson, Miss. Ellis Anna Maria",S,female,2,4,2,347082,31.275,
3,1,"Andersson, Miss. Erna Alexandra",S,female,17,4,2,3101281,7.925,
3,0,"Andersson, Miss. Ida Augusta Margareta",S,female,38,4,2,347091,7.775,
3,0,"Andersson, Miss. Ingeborg Constanzia",S,female,9,4,2,347082,31.275,
3,0,"Andersson, Miss. Sigrid Elisabeth",S,female,11,4,2,347082,31.275,
3,0,"Andersson, Mr. Anders Johan",S,male,39,1,5,347082,31.275,
3,1,"Andersson, Mr. August Edvard ('Wennerstrom')",S,male,27,0,0,350043,7.7958,
3,0,"Andersson, Mr. Johan Samuel",S,male,26,0,0,347075,7.775,
3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",S,female,39,1,5,347082,31.275,
3,0,"Andreasson, Mr. Paul Edvin",S,male,20,0,0,347466,7.8542,
3,0,"Angheloff, Mr. Minko",S,male,26,0,0,349202,7.8958,
